Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,18122,2022-08-09,0.040000034,-0.005682605,-0.005491494,21,100
Market-Adjusted Model,18123,2022-08-09,0.0391290949,-0.00584734,-0.006362433,21,100
Market-Adjusted Model,18127,2022-08-09,-0.155436886,-0.202727233,-0.200928413,21,100
Market-Adjusted Model,18128,2022-08-09,0.0049750855,-0.023432131,-0.040516442,21,100
Market-Adjusted Model,18129,2022-08-09,0.0145985265,-0.030740732,-0.030893001,21,100
Market-Adjusted Model,18131,2022-08-09,-0.083870966,-0.126474417,-0.129362493,21,100
Market-Adjusted Model,18132,2022-08-09,0.0266159398,0.012541018,-0.018875588,21,100
Market-Adjusted Model,18133,2022-08-09,-0.028555116,-0.052920662,-0.074046643,21,100
Market-Adjusted Model,18134,2022-08-09,-0.246521747,-0.297280971,-0.292013274,21,100
Market-Adjusted Model,18135,2022-08-09,-0.031496016,-0.060581721,-0.076987543,21,100
Market-Adjusted Model,18136,2022-08-09,0.0606856984,0.023660235,0.0151941707,21,100
Market-Adjusted Model,18137,2022-08-09,0.0932452523,0.0664311125,0.0477537246,21,100
Market-Adjusted Model,18138,2022-08-09,0.3169778246,0.2468148126,0.2714862969,21,100
Market-Adjusted Model,18142,2022-08-09,0.0060297376,-0.035935161,-0.03946179,21,100
Market-Adjusted Model,18143,2022-08-09,0.021139215,-0.023314049,-0.024352313,21,100
Market-Adjusted Model,18144,2022-08-09,0.2871572967,0.2193289373,0.241665769,21,100
Market-Adjusted Model,18145,2022-08-09,-0.155376007,-0.176830661,-0.200867535,21,100
Market-Adjusted Model,18148,2022-08-09,0.0722891749,0.0301107751,0.0267976472,21,100
Market-Adjusted Model,18149,2022-08-09,0.0208332541,-0.008008043,-0.024658274,21,100
Market-Adjusted Model,18150,2022-08-09,0.3211496383,0.2471447034,0.2756581106,21,100
Market-Adjusted Model,18151,2022-08-09,-0.006993015,-0.013143463,-0.052484543,21,100
Market-Adjusted Model,18153,2022-08-09,-0.001373277,-0.047419662,-0.046864804,21,100
Market-Adjusted Model,18157,2022-08-09,0.0366568932,-0.008582251,-0.008834634,21,100
Market-Adjusted Model,18158,2022-08-09,0.1313578988,0.0801898933,0.0858663712,21,100
Market-Adjusted Model,18159,2022-08-09,0.0114751372,-0.031286972,-0.03401639,21,100
Market-Adjusted Model,18160,2022-08-09,0.0454124951,-0.001080493,-0.000079033,21,100
Market-Adjusted Model,18161,2022-08-09,0.0079055023,-0.037957929,-0.037586025,21,100
Market-Adjusted Model,18162,2022-08-09,0.2297997963,0.2688519834,0.1843082686,21,100
Market-Adjusted Model,18163,2022-08-09,0.0170844566,-0.025905972,-0.028407071,21,100
Market-Adjusted Model,18165,2022-08-09,0.0254032643,-0.020588827,-0.020088263,21,100
Market-Adjusted Model,18166,2022-08-09,0.0159755666,-0.030063857,-0.029515961,21,100
Market-Adjusted Model,18167,2022-08-09,0.0140029976,-0.031801558,-0.03148853,21,100
Market-Adjusted Model,18168,2022-08-09,0.0097086116,-0.036401162,-0.035782916,21,100
Market-Adjusted Model,18169,2022-08-09,0.0067955309,-0.039319787,-0.038695997,21,100
Market-Adjusted Model,18170,2022-08-09,0.0002776173,-0.045786167,-0.04521391,21,100
Market-Adjusted Model,18174,2022-08-09,-0.013147583,-0.059127067,-0.05863911,21,100
Market-Adjusted Model,18175,2022-08-09,-0.00476969,-0.050859688,-0.050261218,21,100
Market-Adjusted Model,18176,2022-08-09,-0.002023924,-0.048141814,-0.047515451,21,100
Market-Adjusted Model,18178,2022-08-09,0.0876246143,0.0416042687,0.0421330866,21,100
Market-Adjusted Model,18179,2022-08-09,0.0310396784,-0.014324173,-0.014451849,21,100
Market-Adjusted Model,18180,2022-08-09,0.0551466116,0.0095365633,0.0096550839,21,100
Market-Adjusted Model,18181,2022-08-09,0.0534583533,0.0094459656,0.0079668256,21,100
Market-Adjusted Model,18182,2022-08-09,0.2021833789,0.1475187245,0.1566918513,21,100
Market-Adjusted Model,18183,2022-08-09,-0.119047638,-0.158984657,-0.164539165,21,100
Market-Adjusted Model,18184,2022-08-09,-0.080818966,-0.117016327,-0.126310494,21,100
Market-Adjusted Model,18185,2022-08-09,-0.21658987,-0.256236717,-0.262081397,21,100
Market-Adjusted Model,18186,2022-08-09,0.0449076247,-0.000570895,-0.000583903,21,100
Market-Adjusted Model,18187,2022-08-09,-0.025247427,-0.069287366,-0.070738954,21,100
Market-Adjusted Model,18188,2022-08-09,0.0087985544,-0.035906517,-0.036692973,21,100
Market-Adjusted Model,18189,2022-08-09,0.0271513527,-0.018765437,-0.018340175,21,100
Market-Adjusted Model,18190,2022-08-09,0.1350203541,0.0875507702,0.0895288265,21,100
Market-Adjusted Model,18191,2022-08-09,0.0580173056,0.0122998828,0.0125257779,21,100
Market-Adjusted Model,18192,2022-08-09,0.1759681184,0.1274642788,0.1304765907,21,100
Market-Adjusted Model,18195,2022-08-09,0.2843602584,0.2433909593,0.2388687308,21,100
Market-Adjusted Model,18196,2022-08-09,-0.004794931,-0.047721556,-0.050286459,21,100
Market-Adjusted Model,18197,2022-08-09,0.9542484112,0.6985379235,0.9087568835,21,100
Market-Adjusted Model,18203,2022-08-09,0.1504329481,0.1354757688,0.1049414204,21,100
Market-Adjusted Model,18205,2022-08-09,-0.058707938,-0.018488856,-0.104199465,21,100
Market-Adjusted Model,18206,2022-08-09,-0.057098753,-0.089974954,-0.102590281,21,100
Market-Adjusted Model,18207,2022-08-09,0.1219511751,0.0715296471,0.0764596475,21,100
Market-Adjusted Model,18208,2022-08-09,-0.107394691,-0.140590043,-0.152886218,21,100
Market-Adjusted Model,18209,2022-08-09,0.4785714065,0.3770650829,0.4330798788,21,100
Market-Adjusted Model,18210,2022-08-09,0.095238118,0.0873161667,0.0497465903,21,100
Market-Adjusted Model,18211,2022-08-09,0.0194174553,0.010191599,-0.026074072,21,100
Market-Adjusted Model,18212,2022-08-09,0.2065997307,0.1566403316,0.161108203,21,100
Market-Adjusted Model,18213,2022-08-09,0.0097192362,0.0169220649,-0.035772291,21,100
Market-Adjusted Model,18214,2022-08-09,-0.008089454,-0.009535192,-0.053580982,21,100
Market-Adjusted Model,18215,2022-08-09,0.6102885349,0.662451483,0.5647970072,21,100
Market-Adjusted Model,18216,2022-08-09,-0.011142965,-0.057004086,-0.056634492,21,100
Market-Adjusted Model,18217,2022-08-09,-0.178082177,-0.227272724,-0.223573705,21,100
Market-Adjusted Model,18218,2022-08-09,-0.006141619,-0.051448133,-0.051633147,21,100
Market-Adjusted Model,18222,2022-08-09,0.0711691741,0.0236777753,0.0256776465,21,100
Market-Adjusted Model,18223,2022-08-09,0.04621844,0.0038989718,0.0007269124,21,100
Market-Adjusted Model,18224,2022-08-09,0.1314454141,0.0968873871,0.0859538864,21,100
Market-Adjusted Model,18229,2022-08-09,0.1727883131,0.1509833514,0.1272967854,21,100
Market-Adjusted Model,18231,2022-08-09,-0.010654929,-0.055701019,-0.056146456,21,100
Market-Adjusted Model,18234,2022-08-09,-0.004547714,-0.050663454,-0.050039242,21,100
Market-Adjusted Model,18237,2022-08-09,-0.002750726,-0.048871287,-0.048242253,21,100
Market-Adjusted Model,18238,2022-08-09,-0.022946517,-0.067220714,-0.068438044,21,100
Market-Adjusted Model,18239,2022-08-09,-0.011303809,-0.05745392,-0.056795337,21,100
Market-Adjusted Model,18242,2022-08-09,-0.031481495,-0.076053451,-0.076973023,21,100
Market-Adjusted Model,18247,2022-08-09,-0.174757214,-0.128499568,-0.220248741,21,100
Market-Adjusted Model,18248,2022-08-09,0.0570533448,0.0130546207,0.0115618172,21,100
Market-Adjusted Model,18253,2022-08-09,0.4572317067,0.4178075842,0.4117401791,21,100
Market-Adjusted Model,18255,2022-08-09,0.0369482072,0.0081323076,-0.00854332,21,100
Market-Adjusted Model,18256,2022-08-09,0.0176738557,-0.022857633,-0.027817672,21,100
Market-Adjusted Model,18257,2022-08-09,-0.148148187,-0.187317491,-0.193639715,21,100
Market-Adjusted Model,18258,2022-08-09,-0.053518772,-0.098048376,-0.0990103,21,100
Market-Adjusted Model,18259,2022-08-09,-0.031590935,-0.067853369,-0.077082463,21,100
Market-Adjusted Model,18261,2022-08-09,0.292817686,0.2953052836,0.2473261583,21,100
Market-Adjusted Model,18266,2022-08-09,-0.004924944,-0.050844741,-0.050416471,21,100
Market-Adjusted Model,18267,2022-08-09,0.0704675102,0.0252062953,0.0249759825,21,100
Market-Adjusted Model,18272,2022-08-09,0.0023185455,-0.043176025,-0.043172982,21,100
Market-Adjusted Model,18273,2022-08-09,-0.001880179,-0.047175408,-0.047371706,21,100
Market-Adjusted Model,18274,2022-08-09,-0.002321324,-0.046417551,-0.047812852,21,100
Market-Adjusted Model,18275,2022-08-09,-0.006589974,-0.052564775,-0.052081501,21,100
Market-Adjusted Model,18276,2022-08-09,-0.005900699,-0.050295585,-0.051392226,21,100
Market-Adjusted Model,18277,2022-08-09,-0.062576657,-0.105006585,-0.108068185,21,100
Market-Adjusted Model,18280,2022-08-09,-0.031829105,-0.076620144,-0.077320633,21,100
Market-Adjusted Model,18281,2022-08-09,-0.089407916,-0.137596806,-0.134899443,21,100
Market-Adjusted Model,18282,2022-08-09,-0.066144876,-0.113166087,-0.111636404,21,100
Market-Adjusted Model,18285,2022-08-09,0.003867311,-0.041018717,-0.041624217,21,100
Market-Adjusted Model,18290,2022-08-09,-0.0086387,-0.054369854,-0.054130228,21,100
Market-Adjusted Model,18291,2022-08-09,-0.010260353,-0.056198603,-0.05575188,21,100
Market-Adjusted Model,18292,2022-08-09,-0.089686129,-0.105497617,-0.135177657,21,100
Market-Adjusted Model,18293,2022-08-09,0.0126086734,-0.033324971,-0.032882854,21,100
Market-Adjusted Model,18296,2022-08-09,-0.00762712,-0.052548374,-0.053118648,21,100
Market-Adjusted Model,18297,2022-08-09,0.1264501377,0.0776562745,0.08095861,21,100
Market-Adjusted Model,18298,2022-08-09,-0.048530419,-0.094352389,-0.094021947,21,100
Market-Adjusted Model,18299,2022-08-09,-0.037199145,-0.069411463,-0.082690672,21,100
Market-Adjusted Model,18302,2022-08-09,-0.031690106,-0.057213498,-0.077181633,21,100
Market-Adjusted Model,18303,2022-08-09,0.1893939337,0.1476267833,0.143902406,21,100
Market-Adjusted Model,18304,2022-08-09,-0.026450547,-0.070830093,-0.071942075,21,100
Market-Adjusted Model,18305,2022-08-09,0.0766871168,0.0520446404,0.0311955891,21,100
Market-Adjusted Model,18306,2022-08-09,-0.320441961,-0.40359366,-0.365933489,21,100
Market-Adjusted Model,18309,2022-08-09,0.117370892,0.0830495249,0.0718793643,21,100
Market-Adjusted Model,18311,2022-08-09,0.3508370873,0.308081867,0.3053455596,21,100
Market-Adjusted Model,18312,2022-08-09,-0.132234917,-0.165089562,-0.177726444,21,100
Market-Adjusted Model,18314,2022-08-09,-0.267592611,-0.305865044,-0.313084139,21,100
Market-Adjusted Model,18317,2022-08-09,-0.084868419,-0.124004763,-0.130359946,21,100
Market-Adjusted Model,18318,2022-08-09,-0.016989532,-0.062825055,-0.062481059,21,100
Market-Adjusted Model,18320,2022-08-09,-0.362244898,-0.341494342,-0.407736425,21,100
Market-Adjusted Model,18322,2022-08-09,0.0659340715,0.0285167485,0.0204425439,21,100
Market-Adjusted Model,18325,2022-08-09,0.215237186,0.1704758666,0.1697456583,21,100
Market-Adjusted Model,18327,2022-08-09,0.002408441,-0.043707631,-0.043083087,21,100
Market-Adjusted Model,18328,2022-08-09,0.0307523115,-0.011700831,-0.014739216,21,100
Market-Adjusted Model,18337,2022-08-09,0.0668316537,0.0225342607,0.021340126,21,100
Market-Adjusted Model,18338,2022-08-09,0.0202331051,-0.025379562,-0.025258423,21,100
Market-Adjusted Model,18343,2022-08-09,-0.016278499,-0.062235636,-0.061770026,21,100
Market-Adjusted Model,18344,2022-08-09,0.024974569,0.0096456509,-0.020516959,21,100
Market-Adjusted Model,18345,2022-08-09,0.0098706918,-0.036180497,-0.035620836,21,100
Market-Adjusted Model,18346,2022-08-09,0.0296140564,-0.016245571,-0.015877471,21,100
Market-Adjusted Model,18347,2022-08-09,0.0207153808,-0.025339732,-0.024776147,21,100
Market-Adjusted Model,18348,2022-08-09,-0.009332794,-0.0553821,-0.054824322,21,100
Market-Adjusted Model,18349,2022-08-09,0.1194563754,0.0691764558,0.0739648477,21,100
Market-Adjusted Model,18354,2022-08-09,0.0370779097,-0.008550582,-0.008413618,21,100
Market-Adjusted Model,18356,2022-08-09,0.0019830938,-0.042623492,-0.043508434,21,100
Market-Adjusted Model,18357,2022-08-09,0.3632075342,0.2787639173,0.3177160066,21,100
Market-Adjusted Model,18360,2022-08-09,0.0790884945,0.0331579669,0.0335969668,21,100
Market-Adjusted Model,18361,2022-08-09,-0.058992789,-0.099179479,-0.104484317,21,100
Market-Adjusted Model,18362,2022-08-09,0.0013242289,-0.044711447,-0.044167299,21,100
Market-Adjusted Model,18363,2022-08-09,-0.450200206,-0.516461169,-0.495691734,21,100
Market-Adjusted Model,18364,2022-08-09,0.0276243657,0.3203164787,-0.017867162,21,100
Market-Adjusted Model,18365,2022-08-09,-7.557295E-9,2.4412153187,-0.045491535,21,100
Market-Adjusted Model,18368,2022-08-09,0.3212067222,0.2380618663,0.2757151945,21,100
Market-Adjusted Model,18369,2022-08-09,0.0026751859,-0.042652119,-0.042816342,21,100
Market-Adjusted Model,18370,2022-08-09,-0.164862356,-0.202088957,-0.210353883,21,100
Market-Adjusted Model,18372,2022-08-09,-0.085365846,-0.091549733,-0.130857374,21,100
Market-Adjusted Model,18376,2022-08-09,0.0732395103,0.044993633,0.0277479826,21,100
Market-Adjusted Model,18377,2022-08-09,0.2400339256,0.1801640718,0.1945423979,21,100
Market-Adjusted Model,18380,2022-08-09,0.0146975772,-0.013633964,-0.03079395,21,100
Market-Adjusted Model,18384,2022-08-09,0.0424462004,-0.003589946,-0.003045327,21,100
Market-Adjusted Model,18385,2022-08-09,0.0430884346,-0.003325275,-0.002403093,21,100
Market-Adjusted Model,18386,2022-08-09,0.0413645322,-0.004403048,-0.004126995,21,100
Market-Adjusted Model,18387,2022-08-09,-0.002648527,-0.047908591,-0.048140055,21,100
Market-Adjusted Model,18388,2022-08-09,0.0209251066,-0.025012508,-0.024566421,21,100
Market-Adjusted Model,18389,2022-08-09,0.029041825,-0.015145154,-0.016449703,21,100
Market-Adjusted Model,18392,2022-08-09,0.0160140652,-0.026977084,-0.029477462,21,100
Market-Adjusted Model,18395,2022-08-09,0.0454545839,0.0304514028,-0.000036944,21,100
Market-Adjusted Model,18396,2022-08-09,0.2807881513,0.2343255739,0.2352966237,21,100
Market-Adjusted Model,18399,2022-08-09,0.046666702,0.0090909214,0.0011751743,21,100
Market-Adjusted Model,18400,2022-08-09,0.207006317,0.1466090756,0.1615147894,21,100
Market-Adjusted Model,18401,2022-08-09,-0.197247729,-0.248905006,-0.242739257,21,100
Market-Adjusted Model,18402,2022-08-09,0.0146003359,-0.019356802,-0.030891192,21,100
Market-Adjusted Model,18405,2022-08-09,-0.454262457,-0.566921573,-0.499753985,21,100
Market-Adjusted Model,18406,2022-08-09,-0.041433355,-0.075328303,-0.086924883,21,100
Market-Adjusted Model,18409,2022-08-09,0.315568587,0.2501685264,0.2700770593,21,100
Market-Adjusted Model,18410,2022-08-09,0.1710526715,0.1238621877,0.1255611438,21,100
Market-Adjusted Model,18411,2022-08-09,0.0933530091,0.0445325857,0.0478614814,21,100
Market-Adjusted Model,18413,2022-08-09,-0.110849012,-0.138958809,-0.15634054,21,100
Market-Adjusted Model,18415,2022-08-09,-0.022222281,-0.057401248,-0.067713809,21,100
Market-Adjusted Model,18416,2022-08-09,-0.050541462,-0.085646733,-0.09603299,21,100
Market-Adjusted Model,18417,2022-08-09,-0.000753827,-0.046774703,-0.046245355,21,100
Market-Adjusted Model,18418,2022-08-09,0.1899225258,0.1404566481,0.1444309981,21,100
Market-Adjusted Model,18419,2022-08-09,-0.183565539,-0.180420857,-0.229057067,21,100
Market-Adjusted Model,18420,2022-08-09,-0.021825413,-0.063905223,-0.067316941,21,100
Market-Adjusted Model,18421,2022-08-09,-0.025421189,-0.068070242,-0.070912717,21,100
Market-Adjusted Model,18423,2022-08-09,0.2701950108,0.2066359302,0.2247034831,21,100
Market-Adjusted Model,18424,2022-08-09,-0.025797275,-0.063102691,-0.071288802,21,100
Market-Adjusted Model,18425,2022-08-09,0.1814443065,0.13646355,0.1359527788,21,100
Market-Adjusted Model,18427,2022-08-09,0.04516134,0.110938958,-0.000330188,21,100
Market-Adjusted Model,18428,2022-08-09,0.0783248715,0.0314919834,0.0328333438,21,100
Market-Adjusted Model,18429,2022-08-09,0.0371923428,-0.008436691,-0.008299185,21,100
Market-Adjusted Model,18430,2022-08-09,0.0403537614,-0.005042814,-0.005137766,21,100
Market-Adjusted Model,18431,2022-08-09,0.0181230612,-0.025881461,-0.027368467,21,100
Market-Adjusted Model,18432,2022-08-09,-0.003684003,-0.048795097,-0.04917553,21,100
Market-Adjusted Model,18434,2022-08-09,0.0244995401,-0.019836113,-0.020991988,21,100
Market-Adjusted Model,18438,2022-08-09,0.0895953566,0.0440820894,0.0441038289,21,100
Market-Adjusted Model,18442,2022-08-09,0.0477703382,0.002333476,0.0022788105,21,100
Market-Adjusted Model,18443,2022-08-09,-0.005322806,-0.05140524,-0.050814333,21,100
Market-Adjusted Model,18444,2022-08-09,0.0437535274,-0.001759374,-0.001738,21,100
Market-Adjusted Model,18445,2022-08-09,-0.00944418,-0.053791193,-0.054935708,21,100
Market-Adjusted Model,18450,2022-08-09,0.0842857246,0.0356675597,0.0387941969,21,100
Market-Adjusted Model,18452,2022-08-09,0.153268214,0.1370953891,0.1077766863,21,100
Market-Adjusted Model,18453,2022-08-09,0.3155416491,0.2700478025,0.2700501214,21,100
Market-Adjusted Model,18456,2022-08-09,0.4373078189,0.3363339485,0.3918162912,21,100
Market-Adjusted Model,18457,2022-08-09,0.0938865172,0.1142764455,0.0483949895,21,100
Market-Adjusted Model,18458,2022-08-09,0.0249999736,0.0282346057,-0.020491554,21,100
Market-Adjusted Model,18459,2022-08-09,0.2127966215,0.1494876447,0.1673050938,21,100
Market-Adjusted Model,18461,2022-08-09,-0.067534274,-0.081160182,-0.113025802,21,100
Market-Adjusted Model,18464,2022-08-09,-0.353174587,-0.401326433,-0.398666114,21,100
Market-Adjusted Model,18465,2022-08-09,-0.016969739,-0.060098136,-0.062461267,21,100
Market-Adjusted Model,18466,2022-08-09,-0.126037205,-0.175196815,-0.171528733,21,100
Market-Adjusted Model,18467,2022-08-09,-0.106599012,-0.145551375,-0.152090539,21,100
Market-Adjusted Model,18468,2022-08-09,0.0722890913,0.033152747,0.0267975636,21,100
Market-Adjusted Model,18469,2022-08-09,0.032012556,-0.01434665,-0.014546462,20,100
Market-Adjusted Model,18472,2022-08-09,0.0020729352,-0.042925695,-0.043418592,21,100
Market-Adjusted Model,18480,2022-08-09,0.0281892592,-0.014844075,-0.017302268,21,100
Market-Adjusted Model,18481,2022-08-09,-0.085077688,-0.132416539,-0.130569215,21,100
Market-Adjusted Model,18482,2022-08-09,0.0077368993,-0.025907812,-0.037754628,21,100
Market-Adjusted Model,18483,2022-08-09,-0.119718281,-0.136255147,-0.165209809,21,100
Market-Adjusted Model,18484,2022-08-09,-0.233553248,-0.281529222,-0.279044775,21,100
Market-Adjusted Model,18485,2022-08-09,0.1389811913,0.1001732202,0.0934896636,21,100
Market-Adjusted Model,18513,2022-08-09,-0.075601383,-0.118812355,-0.121092911,21,100
Market-Adjusted Model,18514,2022-08-09,0.1571443067,0.1151715797,0.1116527791,21,100
Market-Adjusted Model,18515,2022-08-09,0.2490027858,0.1840525516,0.2035112581,21,100
Market-Adjusted Model,18516,2022-08-09,-0.010643733,-0.05666919,-0.05613526,21,100
Market-Adjusted Model,18517,2022-08-09,0.0033609474,-0.04276369,-0.04213058,21,100
Market-Adjusted Model,18520,2022-08-09,0.0176901631,-0.028305482,-0.027801365,21,100
Market-Adjusted Model,18521,2022-08-09,0.024135449,-0.021827087,-0.021356079,21,100
Market-Adjusted Model,18522,2022-08-09,0.0297642733,-0.016062248,-0.015727254,21,100
Market-Adjusted Model,18523,2022-08-09,-0.008701159,-0.054810958,-0.054192687,21,100
Market-Adjusted Model,18524,2022-08-09,-0.008734852,-0.054821273,-0.054226379,21,100
Market-Adjusted Model,18525,2022-08-09,-0.010230025,-0.056336118,-0.055721553,21,100
Market-Adjusted Model,18528,2022-08-09,0.0121889119,-0.0310405,-0.033302616,21,100
Market-Adjusted Model,18529,2022-08-09,0.3481481728,0.298692056,0.3026566451,21,100
Market-Adjusted Model,18530,2022-08-09,0.0320507426,-0.013633526,-0.013440785,21,100
Market-Adjusted Model,18531,2022-08-09,0.003630921,-0.042485713,-0.041860607,21,100
Market-Adjusted Model,18532,2022-08-09,0.0321794167,-0.011719318,-0.013312111,21,100
Market-Adjusted Model,18533,2022-08-09,0.2819116687,0.2758017015,0.236420141,21,100
Market-Adjusted Model,18535,2022-08-09,0.0428319691,-0.003105,-0.002659559,21,100
Market-Adjusted Model,18536,2022-08-09,-0.018451461,-0.064415128,-0.063942989,21,100
Market-Adjusted Model,18537,2022-08-09,0.0503597686,0.0048283622,0.0048682409,21,100
Market-Adjusted Model,18538,2022-08-09,0.0512248257,0.0058060297,0.005733298,21,100
Market-Adjusted Model,18539,2022-08-09,0.0190735532,-0.014423832,-0.026417974,21,100
Market-Adjusted Model,18540,2022-08-09,0.0170119082,-0.029190844,-0.02847962,21,100
Market-Adjusted Model,18541,2022-08-09,0.0522441019,0.0061650125,0.0067525742,21,100
Market-Adjusted Model,18542,2022-08-09,0.0847038625,0.0402859939,0.0392123348,21,100
Market-Adjusted Model,18545,2022-08-09,0.0079871751,-0.037757396,-0.037504353,21,100
Market-Adjusted Model,18546,2022-08-09,0.055952448,0.0616587206,0.0104609203,21,100
Market-Adjusted Model,18547,2022-08-09,-0.222222247,-0.270042799,-0.267713775,21,100
Market-Adjusted Model,18548,2022-08-09,0.0240046779,-0.015483126,-0.02148685,21,100
Market-Adjusted Model,18549,2022-08-09,0.3128835135,0.3075604235,0.2673919858,21,100
Market-Adjusted Model,18552,2022-08-09,-0.014634127,0.0010239951,-0.060125655,21,100
Market-Adjusted Model,18553,2022-08-09,0.1476407521,0.1314122885,0.1021492244,21,100
Market-Adjusted Model,18554,2022-08-09,-0.033707777,-0.07483842,-0.079199305,21,100
Market-Adjusted Model,18555,2022-08-09,-0.033909558,-0.061082332,-0.079401086,21,100
Market-Adjusted Model,18556,2022-08-09,-0.163658035,-0.163472004,-0.209149562,21,100
Market-Adjusted Model,18557,2022-08-09,0.0174430055,-0.019877477,-0.028048522,21,100
Market-Adjusted Model,18558,2022-08-09,-0.091644244,-0.106222036,-0.137135771,21,100
Market-Adjusted Model,18559,2022-08-09,0.039735146,0.0066392355,-0.005756382,21,100
Market-Adjusted Model,18560,2022-08-09,0.0884487001,0.0396797762,0.0429571724,21,100
Market-Adjusted Model,18561,2022-08-09,0.0520833517,0.0169784873,0.006591824,21,100
Market-Adjusted Model,18562,2022-08-09,0.0468750577,0.0550971516,0.00138353,21,100
Market-Adjusted Model,18563,2022-08-09,0.2850825268,0.210820437,0.2395909991,21,100
Market-Adjusted Model,18566,2022-08-09,0.030521525,-0.006000965,-0.014970003,21,100
Market-Adjusted Model,18567,2022-08-09,0.0133333335,-0.076493688,-0.079285329,16,100
Market-Adjusted Model,18568,2022-08-09,-0.38095238,-0.486370437,-0.426443908,21,100
Market-Adjusted Model,18571,2022-08-09,-0.028469717,-0.057233991,-0.073961245,21,100
Market-Adjusted Model,18572,2022-08-09,-0.22009566,-0.247416778,-0.265587188,21,100
Market-Adjusted Model,18573,2022-08-09,-0.08518516,-0.129372019,-0.130676687,21,100
Market-Adjusted Model,18575,2022-08-09,0.0118567697,-0.032282138,-0.033634758,21,100
Market-Adjusted Model,18576,2022-08-09,0.1910063803,0.1535861214,0.1455148526,21,100
Market-Adjusted Model,18578,2022-08-09,0.0775234737,0.0438058666,0.032031946,21,100
Market-Adjusted Model,18579,2022-08-09,-0.155368118,-0.206642179,-0.200859646,21,100
Market-Adjusted Model,18580,2022-08-09,-0.167104095,-0.19911913,-0.212595623,21,100
Market-Adjusted Model,18581,2022-08-09,0.0432975103,-0.0029803,-0.002194017,21,100
Market-Adjusted Model,18582,2022-08-09,0.059217221,0.013852873,0.0137256933,21,100
Market-Adjusted Model,18583,2022-08-09,0.048136943,0.0029935207,0.0026454153,21,100
Market-Adjusted Model,18589,2022-08-09,0.045392393,-0.000617017,-0.000099135,21,100
Market-Adjusted Model,18592,2022-08-09,0.1163463562,0.0665751603,0.0708548285,21,100
Market-Adjusted Model,18622,2022-08-09,0.0480120613,0.0024655436,0.0025205337,21,100
Market-Adjusted Model,18642,2022-08-09,0.0316901987,-0.006477164,-0.013801329,21,100
Market-Adjusted Model,18643,2022-08-09,0.099999979,0.0726753737,0.0545084513,21,100
Market-Adjusted Model,18644,2022-08-09,0.4660194476,0.3815093237,0.4205279199,21,100
Market-Adjusted Model,18645,2022-08-09,0.0418994749,0.0823204239,-0.003592053,21,100
Market-Adjusted Model,18646,2022-08-09,0.2864865292,0.2386680963,0.2409950016,21,100
Market-Adjusted Model,18647,2022-08-09,0.2536302064,0.2045219881,0.2081386787,21,100
Market-Adjusted Model,18648,2022-08-09,-0.040201035,-0.069189269,-0.085692562,21,100
Market-Adjusted Model,18649,2022-08-09,0.036602356,-0.007725033,-0.008889172,21,100
Market-Adjusted Model,18651,2022-08-09,0.0370799884,-0.008887559,-0.008411539,21,100
Market-Adjusted Model,18652,2022-08-09,0.037821992,-0.007320127,-0.007669536,21,100
Market-Adjusted Model,18653,2022-08-09,-0.00226774,-0.038222713,-0.047759268,21,100
Market-Adjusted Model,18654,2022-08-09,0.0300246136,-0.01505047,-0.015466914,21,100
Market-Adjusted Model,18656,2022-08-09,-0.275606493,-0.272850091,-0.32109802,21,100
Market-Adjusted Model,18659,2022-08-09,-0.022184821,-0.009069376,-0.067676348,21,100
Market-Adjusted Model,18660,2022-08-09,0.1391509824,0.111078491,0.0936594547,21,100
Market-Adjusted Model,18661,2022-08-09,-0.157894747,-0.146933856,-0.203386275,21,100
Market-Adjusted Model,18663,2022-08-09,0.1199421874,0.0935593916,0.0744506597,21,100
Market-Adjusted Model,18664,2022-08-09,0.0254041872,-0.014096423,-0.02008734,21,100
Market-Adjusted Model,18667,2022-08-09,-0.009615373,-0.03791486,-0.055106901,21,100
Market-Adjusted Model,18668,2022-08-09,-0.021666633,-0.065620384,-0.067158161,21,100
Market-Adjusted Model,18669,2022-08-09,0.1736766119,0.1224140051,0.1281850842,21,100
Market-Adjusted Model,18670,2022-08-09,0.1138355603,0.0874553844,0.0683440326,21,100
Market-Adjusted Model,18671,2022-08-09,0.0603498879,0.014863859,0.0148583603,21,100
Market-Adjusted Model,18672,2022-08-09,0.0402558396,-0.005080864,-0.005235688,21,100
Market-Adjusted Model,18675,2022-08-09,-0.015621551,-0.036390188,-0.061113078,21,100
Market-Adjusted Model,18676,2022-08-09,0.4435413269,0.3601833822,0.3980497992,21,100
Market-Adjusted Model,18677,2022-08-09,0.0057142751,-0.015245379,-0.039777253,21,100
Market-Adjusted Model,18678,2022-08-09,-0.029126185,-0.074853972,-0.074617713,21,100
Market-Adjusted Model,18679,2022-08-09,0.022904883,-0.022487851,-0.022586645,21,100
Market-Adjusted Model,18680,2022-08-09,0.0148989018,-0.029655709,-0.030592626,21,100
Market-Adjusted Model,18684,2022-08-09,-0.00911766,-0.054798664,-0.054609188,21,100
Market-Adjusted Model,18685,2022-08-09,0.0195783818,-0.025261364,-0.025913146,21,100
