Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,90590,2022-08-09,0.0377244772,-0.005190186,-0.00776705,21,100
Market-Adjusted Model,90591,2022-08-09,0.0831999864,0.0358693866,0.0377084587,21,100
Market-Adjusted Model,90595,2022-08-09,-0.030861738,-0.07230216,-0.076353266,21,100
Market-Adjusted Model,90600,2022-08-09,0.0529773772,0.0075084284,0.0074858495,21,100
Market-Adjusted Model,90601,2022-08-09,0.0716279502,0.0247463924,0.0261364226,21,100
Market-Adjusted Model,90603,2022-08-09,0.0026741003,-0.042070478,-0.042817427,21,100
Market-Adjusted Model,90604,2022-08-09,-0.11111107,-0.150760176,-0.156602598,21,100
Market-Adjusted Model,90605,2022-08-09,0.4102472602,0.3137880107,0.3647557325,21,100
Market-Adjusted Model,90607,2022-08-09,0.0049962942,-0.040071309,-0.040495233,21,100
Market-Adjusted Model,90608,2022-08-09,0.1086956071,0.0780128387,0.0632040794,21,100
Market-Adjusted Model,90611,2022-08-09,0.0625615162,0.0157877608,0.0170699885,21,100
Market-Adjusted Model,90612,2022-08-09,0.0200364613,-0.025471769,-0.025455066,21,100
Market-Adjusted Model,90618,2022-08-09,0.1531641061,0.1089264006,0.1076725784,21,100
Market-Adjusted Model,90619,2022-08-09,0.0448022569,-0.000169576,-0.000689271,21,100
Market-Adjusted Model,90620,2022-08-09,0.0416017558,-0.004706095,-0.003889772,21,100
Market-Adjusted Model,90621,2022-08-09,0.0540115727,0.0081081006,0.0085200451,21,100
Market-Adjusted Model,90622,2022-08-09,0.0393849836,-0.005974708,-0.006106544,21,100
Market-Adjusted Model,90623,2022-08-09,0.0616684796,0.0156779137,0.0161769519,21,100
Market-Adjusted Model,90624,2022-08-09,0.0574313475,0.0116393566,0.0119398198,21,100
Market-Adjusted Model,90630,2022-08-09,0.1422428332,0.0968745066,0.0967513055,21,100
Market-Adjusted Model,90634,2022-08-09,0.1067103822,0.05880606,0.0612188545,21,100
Market-Adjusted Model,90636,2022-08-09,-0.052763322,-0.096725129,-0.09825485,21,100
Market-Adjusted Model,90640,2022-08-09,-0.033970218,-0.060341403,-0.079461746,21,100
Market-Adjusted Model,90646,2022-08-09,0.0002015739,-0.043928655,-0.045289954,21,100
Market-Adjusted Model,90648,2022-08-09,-0.043259487,-0.088636599,-0.088751014,21,100
Market-Adjusted Model,90664,2022-08-09,0.0124697179,-0.023410422,-0.03302181,21,100
Market-Adjusted Model,90672,2022-08-09,0.2545454671,0.1976422696,0.2090539394,21,100
Market-Adjusted Model,90675,2022-08-09,0.005977229,-0.039616317,-0.039514299,21,100
Market-Adjusted Model,90679,2022-08-09,0.0446096188,0.0039949618,-0.000881909,21,100
Market-Adjusted Model,90680,2022-08-09,0.053409122,0.0095023488,0.0079175943,21,100
Market-Adjusted Model,90682,2022-08-09,-0.075342475,-0.111550276,-0.120834003,21,100
Market-Adjusted Model,90685,2022-08-09,0.0208862425,-0.024617251,-0.024605285,21,100
Market-Adjusted Model,90689,2022-08-09,0.0171101388,-0.027386043,-0.028381389,21,100
Market-Adjusted Model,90695,2022-08-09,0.3304877655,0.2513203633,0.2849962378,21,100
Market-Adjusted Model,90701,2022-08-09,0.0992585769,0.0530125927,0.0537670493,21,100
Market-Adjusted Model,90706,2022-08-09,0.2705735798,0.2181378324,0.2250820522,21,100
Market-Adjusted Model,90708,2022-08-09,-0.043730275,-0.086655991,-0.089221803,21,100
Market-Adjusted Model,90710,2022-08-09,-0.024927729,-0.061467281,-0.070419257,21,100
Market-Adjusted Model,90715,2022-08-09,0.0079566457,-0.025395542,-0.037534882,21,100
Market-Adjusted Model,90716,2022-08-09,0.0379403401,-0.004628439,-0.007551188,21,100
Market-Adjusted Model,90718,2022-08-09,0.0881828109,0.0393468417,0.0426912832,21,100
Market-Adjusted Model,90720,2022-08-09,-0.015035334,-0.052053765,-0.060526862,21,100
Market-Adjusted Model,90724,2022-08-09,-0.000876421,-0.040088677,-0.046367948,21,100
Market-Adjusted Model,90729,2022-08-09,0.0210094532,-0.023492102,-0.024482075,21,100
Market-Adjusted Model,90731,2022-08-09,0.047734187,0.0046195891,0.0022426593,21,100
Market-Adjusted Model,90734,2022-08-09,-0.00350032,-0.049393421,-0.048991848,21,100
Market-Adjusted Model,90735,2022-08-09,-0.062857147,-0.099476034,-0.108348675,21,100
Market-Adjusted Model,90744,2022-08-09,-0.079927669,-0.126688149,-0.125419197,21,100
Market-Adjusted Model,90751,2022-08-09,0.1784758736,0.1327640625,0.1329843459,21,100
Market-Adjusted Model,90753,2022-08-09,0.030047712,-0.015378544,-0.015443816,21,100
Market-Adjusted Model,90755,2022-08-09,-0.201612903,-0.266084594,-0.24710443,21,100
Market-Adjusted Model,90756,2022-08-09,-0.0377383,-0.078586723,-0.083229828,21,100
Market-Adjusted Model,90765,2022-08-09,0.0397009745,-0.004919784,-0.005790553,21,100
Market-Adjusted Model,90766,2022-08-09,0.0527309671,0.0074876278,0.0072394394,21,100
Market-Adjusted Model,90767,2022-08-09,0.0121532389,-0.027799219,-0.033338289,21,100
Market-Adjusted Model,90768,2022-08-09,-0.016547526,-0.061848439,-0.062039053,21,100
Market-Adjusted Model,90769,2022-08-09,0.0597102471,0.0144006036,0.0142187195,21,100
Market-Adjusted Model,90770,2022-08-09,0.0214111406,-0.022055108,-0.024080387,21,100
Market-Adjusted Model,90771,2022-08-09,0.0533362933,0.0062526055,0.0078447656,21,100
Market-Adjusted Model,90773,2022-08-09,0.0504397079,0.0057646423,0.0049481802,21,100
Market-Adjusted Model,90775,2022-08-09,0.0835955305,0.038067882,0.0381040028,21,100
Market-Adjusted Model,90776,2022-08-09,0.0713695371,0.0277489019,0.0258780094,21,100
Market-Adjusted Model,90783,2022-08-09,0.0283019746,-0.004599593,-0.017189553,21,100
Market-Adjusted Model,90790,2022-08-09,-0.104761867,-0.153245278,-0.150253395,21,100
Market-Adjusted Model,90794,2022-08-09,0.1070010846,0.0590169078,0.0615095569,21,100
Market-Adjusted Model,90796,2022-08-09,0.0219987667,-0.020827837,-0.023492761,21,100
Market-Adjusted Model,90803,2022-08-09,-0.067082655,-0.107979321,-0.112574183,21,100
Market-Adjusted Model,90808,2022-08-09,0.0518114251,0.012753989,0.0063198974,21,100
Market-Adjusted Model,90825,2022-08-09,-0.060000008,-0.100399746,-0.105491536,21,100
Market-Adjusted Model,90827,2022-08-09,0.0048278376,-0.040346169,-0.04066369,21,100
Market-Adjusted Model,90829,2022-08-09,0.212531464,0.1508668972,0.1670399364,21,100
Market-Adjusted Model,90834,2022-08-09,0.0721620088,0.0259679235,0.0266704811,21,100
Market-Adjusted Model,90835,2022-08-09,0.0041560913,-0.041024,-0.041335436,21,100
Market-Adjusted Model,90837,2022-08-09,-0.012459897,-0.057055659,-0.057951424,21,100
Market-Adjusted Model,90839,2022-08-09,0.0740216814,0.0265065821,0.0285301537,21,100
Market-Adjusted Model,90850,2022-08-09,0.0433128908,-0.000173638,-0.002178637,21,100
Market-Adjusted Model,90853,2022-08-09,0.2863595509,0.2299843595,0.2408680232,21,100
Market-Adjusted Model,90856,2022-08-09,0.0602006869,0.0194223873,0.0147091593,21,100
Market-Adjusted Model,90857,2022-08-09,-0.044064117,-0.087892262,-0.089555645,21,100
Market-Adjusted Model,90866,2022-08-09,-0.030357158,-0.073763213,-0.075848686,21,100
Market-Adjusted Model,90868,2022-08-09,-0.020035615,-0.059606158,-0.065527143,21,100
Market-Adjusted Model,90870,2022-08-09,0.1496311384,0.1008193958,0.1041396107,21,100
Market-Adjusted Model,90871,2022-08-09,0.1557457474,0.1064239889,0.1102542198,21,100
Market-Adjusted Model,90875,2022-08-09,0.0426716206,0.0027047158,-0.002819907,21,100
Market-Adjusted Model,90878,2022-08-09,0.0439016866,-0.001601406,-0.001589841,21,100
Market-Adjusted Model,90880,2022-08-09,0.1324519211,0.0830235231,0.0869603935,21,100
Market-Adjusted Model,90882,2022-08-09,0.0629582661,0.0161650908,0.0174667384,21,100
Market-Adjusted Model,90884,2022-08-09,0.0368458458,-0.008642347,-0.008645682,21,100
Market-Adjusted Model,90885,2022-08-09,0.1052631622,0.0581909475,0.0597716345,21,100
Market-Adjusted Model,90886,2022-08-09,0.080518573,0.034231895,0.0350270453,21,100
Market-Adjusted Model,90890,2022-08-09,0.023563211,-0.022163814,-0.021928317,21,100
Market-Adjusted Model,90892,2022-08-09,0.034174685,-0.011715189,-0.011316843,21,100
Market-Adjusted Model,90899,2022-08-09,0.0826566594,0.0482126692,0.0371651317,21,100
Market-Adjusted Model,90902,2022-08-09,0.0876267707,0.0396437679,0.042135243,21,100
Market-Adjusted Model,90907,2022-08-09,0.0702702565,0.0504375424,0.0247787288,21,100
Market-Adjusted Model,90913,2022-08-09,0.259964918,0.2037422711,0.2144733903,21,100
Market-Adjusted Model,90917,2022-08-09,7.4942457E-8,-0.027718063,-0.045491453,21,100
Market-Adjusted Model,90919,2022-08-09,0.0487494694,0.0032872405,0.0032579417,21,100
Market-Adjusted Model,90922,2022-08-09,0.0009589346,-0.044096105,-0.044532593,21,100
Market-Adjusted Model,90925,2022-08-09,0.0392464658,-0.005623133,-0.006245062,21,100
Market-Adjusted Model,90926,2022-08-09,0.4995931947,0.4010415427,0.454101667,21,100
Market-Adjusted Model,90927,2022-08-09,0.0391936649,-0.007048092,-0.006297863,21,100
Market-Adjusted Model,90928,2022-08-09,0.0788489703,0.0306999839,0.0333574426,21,100
Market-Adjusted Model,90930,2022-08-09,0.1189188728,0.0743097047,0.0734273451,21,100
Market-Adjusted Model,90934,2022-08-09,0.1566397827,0.106294002,0.1111482551,21,100
Market-Adjusted Model,90935,2022-08-09,0.0219138418,-0.022287172,-0.023577686,21,100
Market-Adjusted Model,90936,2022-08-09,0.0279329628,-0.017437417,-0.017558565,21,100
Market-Adjusted Model,90943,2022-08-09,0.1469913838,0.0962026623,0.1014998562,21,100
Market-Adjusted Model,90949,2022-08-09,0.0947406544,0.0466419303,0.0492491267,21,100
Market-Adjusted Model,90950,2022-08-09,0.1877394795,0.1461337559,0.1422479518,21,100
Market-Adjusted Model,90955,2022-08-09,-0.105000027,-0.146252601,-0.150491554,21,100
Market-Adjusted Model,90961,2022-08-09,-0.03162486,-0.077337093,-0.077116388,21,100
Market-Adjusted Model,90963,2022-08-09,0.0319548606,-0.01188003,-0.013536667,21,100
Market-Adjusted Model,90965,2022-08-09,0.0495495064,0.0218958585,0.0040579787,21,100
Market-Adjusted Model,90971,2022-08-09,0.3940608448,0.3097738235,0.3485693171,21,100
Market-Adjusted Model,90973,2022-08-09,-0.085106371,-0.129047626,-0.130597898,21,100
Market-Adjusted Model,90976,2022-08-09,-0.030518838,-0.062338366,-0.076010366,21,100
Market-Adjusted Model,90978,2022-08-09,0.4801204189,0.3758923284,0.4346288912,21,100
Market-Adjusted Model,90979,2022-08-09,0.029782388,-0.005814854,-0.01570914,21,100
Market-Adjusted Model,90983,2022-08-09,-0.027962932,-0.073988153,-0.073454459,21,100
Market-Adjusted Model,90986,2022-08-09,0.0038759677,-0.039910305,-0.04161556,21,100
Market-Adjusted Model,90988,2022-08-09,-0.057851285,-0.096390936,-0.103342812,21,100
Market-Adjusted Model,90989,2022-08-09,0.1870503599,0.1672762316,0.1415588322,21,100
Market-Adjusted Model,90993,2022-08-09,0.0755784134,0.0309974336,0.0300868857,21,100
Market-Adjusted Model,90998,2022-08-09,0.0074579818,-0.037910104,-0.038033546,21,100
Market-Adjusted Model,90999,2022-08-09,0.0875371161,0.0525258547,0.0420455884,21,100
Market-Adjusted Model,91001,2022-08-09,0.0441669012,-0.00216403,-0.001324626,21,100
Market-Adjusted Model,91002,2022-08-09,0.061912465,0.016418091,0.0164209373,21,100
Market-Adjusted Model,91004,2022-08-09,0.0343461849,-0.011038676,-0.011145343,21,100
Market-Adjusted Model,91005,2022-08-09,0.0500106104,0.0043752152,0.0045190827,21,100
Market-Adjusted Model,91006,2022-08-09,0.0391509404,-0.00604059,-0.006340587,21,100
Market-Adjusted Model,91007,2022-08-09,0.0535878196,0.0080265659,0.0080962919,21,100
Market-Adjusted Model,91008,2022-08-09,0.041104469,-0.004597053,-0.004387059,21,100
Market-Adjusted Model,91009,2022-08-09,0.0471229398,0.0014286561,0.0016314122,21,100
Market-Adjusted Model,91010,2022-08-09,0.0423474019,-0.003218631,-0.003144126,21,100
Market-Adjusted Model,91015,2022-08-09,-0.024449884,-0.06854503,-0.069941412,21,100
Market-Adjusted Model,91021,2022-08-09,0.4246343602,0.4491600246,0.3791428325,21,100
Market-Adjusted Model,91038,2022-08-09,0.0676657552,0.0247641266,0.0221742275,21,100
Market-Adjusted Model,91041,2022-08-09,0.0061795279,-0.036478026,-0.039312,21,100
Market-Adjusted Model,91044,2022-08-09,0.211739254,0.1579130553,0.1662477263,21,100
Market-Adjusted Model,91047,2022-08-09,-0.025662766,-0.071700694,-0.071154294,21,100
Market-Adjusted Model,91052,2022-08-09,0.0526528656,0.0068433776,0.0071613379,21,100
Market-Adjusted Model,91053,2022-08-09,0.0384991444,-0.007351563,-0.006992383,21,100
Market-Adjusted Model,91055,2022-08-09,0.0391977524,-0.006472228,-0.006293775,21,100
Market-Adjusted Model,91065,2022-08-09,0.1170604109,0.0694256541,0.0715688833,21,100
Market-Adjusted Model,91068,2022-08-09,0.2267189634,0.1700286772,0.1812274357,21,100
Market-Adjusted Model,91076,2022-08-09,0.5541849248,0.4222115914,0.5086933971,21,100
Market-Adjusted Model,91080,2022-08-09,0.1067545193,0.0624068562,0.0612629916,21,100
Market-Adjusted Model,91082,2022-08-09,0.0730545881,0.0373138797,0.0275630604,21,100
Market-Adjusted Model,91083,2022-08-09,0.0321096547,-0.014078444,-0.013381873,21,100
Market-Adjusted Model,91086,2022-08-09,-0.089111067,-0.110820853,-0.134602595,21,100
Market-Adjusted Model,91090,2022-08-09,0.2143560882,0.1722262016,0.1688645606,21,100
Market-Adjusted Model,91095,2022-08-09,-0.073811977,-0.085565803,-0.119303505,21,100
Market-Adjusted Model,91103,2022-08-09,0.015685182,-0.025351899,-0.029806346,21,100
Market-Adjusted Model,91106,2022-08-09,-0.021099142,-0.066514479,-0.06659067,21,100
Market-Adjusted Model,91111,2022-08-09,0.1734820087,0.1165507277,0.127990481,21,100
Market-Adjusted Model,91112,2022-08-09,0.0634668159,0.0204203072,0.0179752883,21,100
Market-Adjusted Model,91114,2022-08-09,0.0868616228,0.0424700708,0.0413700952,21,100
Market-Adjusted Model,91119,2022-08-09,0.207195908,0.152790061,0.1617043803,21,100
Market-Adjusted Model,91122,2022-08-09,0.0702971513,0.0289761492,0.0248056236,21,100
Market-Adjusted Model,91123,2022-08-09,0.0224792466,-0.020282481,-0.023012281,21,100
Market-Adjusted Model,91124,2022-08-09,0.084506996,0.0426556287,0.0390154684,21,100
Market-Adjusted Model,91125,2022-08-09,-0.037341863,-0.080763008,-0.082833391,21,100
Market-Adjusted Model,91129,2022-08-09,0.0505130495,0.0045886168,0.0050215218,21,100
Market-Adjusted Model,91130,2022-08-09,0.0136684765,-0.031920859,-0.031823051,21,100
Market-Adjusted Model,91131,2022-08-09,0.0042931429,-0.040809398,-0.041198385,21,100
Market-Adjusted Model,91132,2022-08-09,-0.015039014,-0.059658677,-0.060530541,21,100
Market-Adjusted Model,91133,2022-08-09,0.31770109,0.2440532579,0.2722095624,21,100
Market-Adjusted Model,91137,2022-08-09,0.0420168071,-0.004260846,-0.003474721,21,100
Market-Adjusted Model,91152,2022-08-09,0.1205859853,0.0699207968,0.0750944576,21,100
Market-Adjusted Model,91161,2022-08-09,0.1646129887,0.1163764237,0.1191214611,21,100
Market-Adjusted Model,91163,2022-08-09,-0.063739352,-0.101884682,-0.109230879,21,100
Market-Adjusted Model,91176,2022-08-09,0.0145106005,-0.030820244,-0.030980927,21,100
Market-Adjusted Model,91181,2022-08-09,0.0257345197,-0.018205405,-0.019757008,21,100
Market-Adjusted Model,91182,2022-08-09,0.0186235057,-0.022860097,-0.026868022,21,100
Market-Adjusted Model,91184,2022-08-09,0.1136363904,0.0642482481,0.0681448627,21,100
Market-Adjusted Model,91186,2022-08-09,-0.04770638,-0.09016236,-0.093197908,21,100
Market-Adjusted Model,91194,2022-08-09,0.0097567866,-0.03513636,-0.035734741,21,100
Market-Adjusted Model,91197,2022-08-09,0.0570170108,0.0111501141,0.0115254832,21,100
Market-Adjusted Model,91201,2022-08-09,0.0603846664,0.0257884825,0.0148931387,21,100
Market-Adjusted Model,91202,2022-08-09,0.0376914795,-0.00499916,-0.007800048,21,100
Market-Adjusted Model,91204,2022-08-09,0.0641457468,0.0175207293,0.0186542191,21,100
Market-Adjusted Model,91208,2022-08-09,0.0080031582,-0.033091422,-0.037488369,21,100
Market-Adjusted Model,91209,2022-08-09,0.0325524587,-0.013184367,-0.012939069,21,100
Market-Adjusted Model,91215,2022-08-09,0.2351383549,0.1809581579,0.1896468273,21,100
Market-Adjusted Model,91220,2022-08-09,-0.019607815,-0.06197689,-0.065099342,21,100
Market-Adjusted Model,91221,2022-08-09,0.0428372495,-0.002791889,-0.002654278,21,100
Market-Adjusted Model,91222,2022-08-09,0.0318679179,-0.012808613,-0.01362361,21,100
Market-Adjusted Model,91223,2022-08-09,0.0511154453,0.005011399,0.0056239176,21,100
Market-Adjusted Model,91224,2022-08-09,0.0605858382,0.0142746438,0.0150943105,21,100
Market-Adjusted Model,91225,2022-08-09,-0.005341451,-0.050212604,-0.050832978,21,100
Market-Adjusted Model,91226,2022-08-09,0.0173105282,-0.028236263,-0.028181,21,100
Market-Adjusted Model,91227,2022-08-09,-0.026049873,-0.07196868,-0.0715414,21,100
Market-Adjusted Model,91228,2022-08-09,0.1140983465,0.0708383761,0.0686068188,21,100
Market-Adjusted Model,91229,2022-08-09,0.1473762213,0.0964911991,0.1018846936,21,100
Market-Adjusted Model,91232,2022-08-09,0.0451403289,0.001488872,-0.000351199,21,100
Market-Adjusted Model,91233,2022-08-09,-0.009645206,-0.054053389,-0.055136734,21,100
Market-Adjusted Model,91234,2022-08-09,-0.052070673,-0.093392532,-0.0975622,21,100
Market-Adjusted Model,91262,2022-08-09,0.4342578314,0.3290660769,0.3887663037,21,100
Market-Adjusted Model,91269,2022-08-09,0.1864407124,0.1506660898,0.1409491848,21,100
Market-Adjusted Model,91271,2022-08-09,0.0176366681,-0.024563332,-0.02785486,21,100
Market-Adjusted Model,91274,2022-08-09,0.0535247864,0.0106535143,0.0080332587,21,100
Market-Adjusted Model,91277,2022-08-09,0.2588652561,0.2123511444,0.2133737284,21,100
Market-Adjusted Model,91278,2022-08-09,1.2663756316,2.8878468921,1.2208841039,21,100
Market-Adjusted Model,91279,2022-08-09,0.1228814363,0.1011143141,0.0773899086,21,100
Market-Adjusted Model,91283,2022-08-09,0.1290035462,0.107787707,0.0835120185,21,100
Market-Adjusted Model,91287,2022-08-09,-0.064233902,-0.109285226,-0.109725429,21,100
Market-Adjusted Model,91291,2022-08-09,-0.018095451,-0.063977721,-0.063586978,21,100
Market-Adjusted Model,91292,2022-08-09,-0.003758276,-0.049220593,-0.049249804,21,100
Market-Adjusted Model,91293,2022-08-09,-0.000210183,-0.046091072,-0.04570171,21,100
Market-Adjusted Model,91294,2022-08-09,-0.008536926,-0.054441466,-0.054028453,21,100
Market-Adjusted Model,91297,2022-08-09,0.0191318147,-0.024875528,-0.026359713,21,100
Market-Adjusted Model,91298,2022-08-09,0.0453609641,0.0039284902,-0.000130564,21,100
Market-Adjusted Model,91301,2022-08-09,0.0354381438,-0.007869979,-0.010053384,21,100
Market-Adjusted Model,91305,2022-08-09,0.3148647863,0.2533370122,0.2693732586,21,70
Market-Adjusted Model,91306,2022-08-09,-0.003366997,-0.043298788,-0.048858524,21,100
Market-Adjusted Model,91307,2022-08-09,0.0801138428,0.0367268333,0.0346223151,21,100
Market-Adjusted Model,91308,2022-08-09,0.0837209113,0.0462369608,0.0382293836,21,100
Market-Adjusted Model,91309,2022-08-09,0.0583798201,0.0140361686,0.0128882924,21,100
Market-Adjusted Model,91310,2022-08-09,0.0891343576,0.0452876995,0.0436428299,21,100
Market-Adjusted Model,91311,2022-08-09,-0.04071249,-0.086229475,-0.086204017,21,100
Market-Adjusted Model,91312,2022-08-09,-0.046979876,-0.091171467,-0.092471404,21,100
Market-Adjusted Model,91313,2022-08-09,-0.02844015,-0.074113301,-0.073931677,21,100
Market-Adjusted Model,91314,2022-08-09,-0.044797224,-0.090373512,-0.090288751,21,100
Market-Adjusted Model,91315,2022-08-09,0.0425770832,-0.002882244,-0.002914445,21,100
Market-Adjusted Model,91316,2022-08-09,0.0700667308,0.0283471845,0.0245752032,21,100
Market-Adjusted Model,91317,2022-08-09,0.0257731596,-0.018920077,-0.019718368,21,100
Market-Adjusted Model,91318,2022-08-09,0.1465206968,0.0969536436,0.1010291691,21,100
Market-Adjusted Model,91319,2022-08-09,0.1329721625,0.0893453946,0.0874806348,21,100
Market-Adjusted Model,91320,2022-08-09,0.1275702082,0.0779174224,0.0820786805,21,100
Market-Adjusted Model,91321,2022-08-09,0.3433891726,0.2586859799,0.297897645,21,100
Market-Adjusted Model,91324,2022-08-09,0.0385133026,-0.007663943,-0.006978225,21,100
Market-Adjusted Model,91325,2022-08-09,0.0400242475,-0.006366833,-0.00546728,21,100
Market-Adjusted Model,91326,2022-08-09,0.0375206679,-0.008632815,-0.00797086,21,100
Market-Adjusted Model,91327,2022-08-09,0.0188324738,-0.02657721,-0.026659054,21,100
Market-Adjusted Model,91328,2022-08-09,0.0554193767,0.008892244,0.009927849,21,100
Market-Adjusted Model,91330,2022-08-09,0.0314422445,-0.014006369,-0.014049283,21,100
Market-Adjusted Model,91331,2022-08-09,0.0026229274,-0.04260078,-0.0428686,21,100
Market-Adjusted Model,91332,2022-08-09,-0.009136199,-0.05394951,-0.054627727,21,100
Market-Adjusted Model,91333,2022-08-09,-0.001660499,-0.046529391,-0.047152027,21,100
Market-Adjusted Model,91334,2022-08-09,-0.0072468,-0.052170151,-0.052738328,21,100
Market-Adjusted Model,91335,2022-08-09,-0.001102445,-0.046351952,-0.046593972,21,100
Market-Adjusted Model,91336,2022-08-09,0.0056892689,-0.039747638,-0.039802259,21,100
Market-Adjusted Model,91340,2022-08-09,0.0085120378,-0.036575911,-0.03697949,21,100
Market-Adjusted Model,91341,2022-08-09,0.0101977126,-0.03429344,-0.035293815,21,100
Market-Adjusted Model,91342,2022-08-09,0.0108040888,-0.034674431,-0.034687439,21,100
Market-Adjusted Model,91343,2022-08-09,-0.03500443,-0.079296967,-0.080495957,21,100
Market-Adjusted Model,91344,2022-08-09,0.0229610363,-0.022949027,-0.022530491,21,100
Market-Adjusted Model,91348,2022-08-09,0.0763889234,0.0504416421,0.0308973957,21,100
Market-Adjusted Model,91355,2022-08-09,0.6470587799,0.58694746,0.6015672523,21,100
Market-Adjusted Model,91356,2022-08-09,0.0966972699,0.0475186694,0.0512057423,21,100
Market-Adjusted Model,91359,2022-08-09,-0.08090615,-0.12052636,-0.126397677,21,100
Market-Adjusted Model,91363,2022-08-09,0.1720147538,0.1200974924,0.1265232261,21,100
Market-Adjusted Model,91365,2022-08-09,-0.088679236,-0.130069862,-0.134170764,21,100
Market-Adjusted Model,91366,2022-08-09,0.2611940393,0.2140655432,0.2157025116,21,100
Market-Adjusted Model,91374,2022-08-09,0.0339603197,-0.011405129,-0.011531208,21,100
Market-Adjusted Model,91378,2022-08-09,0.0346175807,-0.011427788,-0.010873947,21,100
Market-Adjusted Model,91379,2022-08-09,0.2019231102,0.1785444031,0.1564315825,21,100
Market-Adjusted Model,91381,2022-08-09,0.0322725786,-0.012380504,-0.013218949,21,100
Market-Adjusted Model,91384,2022-08-09,-0.092051956,-0.136307859,-0.137543484,21,100
Market-Adjusted Model,91385,2022-08-09,-0.059958492,-0.104539519,-0.105450019,21,100
Market-Adjusted Model,91386,2022-08-09,-0.098759948,-0.137787274,-0.144251476,21,100
Market-Adjusted Model,91387,2022-08-09,-0.083954368,-0.127971355,-0.129445895,21,100
Market-Adjusted Model,91390,2022-08-09,0.0619381707,0.0153801614,0.016446643,21,100
Market-Adjusted Model,91392,2022-08-09,0.0109326542,-0.030208043,-0.034558873,21,100
Market-Adjusted Model,91395,2022-08-09,0.0362744109,0.0139107132,-0.009217117,21,100
Market-Adjusted Model,91402,2022-08-09,0.2014176639,0.1491335871,0.1559261363,21,100
Market-Adjusted Model,91403,2022-08-09,0.0539509462,0.0124389994,0.0084594185,21,100
Market-Adjusted Model,91408,2022-08-09,-0.002363847,-0.046799781,-0.047855374,21,100
Market-Adjusted Model,91413,2022-08-09,0.0319882683,-0.011369825,-0.013503259,21,100
Market-Adjusted Model,91414,2022-08-09,0.0558138981,0.0110004697,0.0103223704,21,100
Market-Adjusted Model,91416,2022-08-09,-0.136200722,-0.177629488,-0.181692249,21,100
Market-Adjusted Model,91421,2022-08-09,0.077734348,0.0357751192,0.0322428204,21,100
Market-Adjusted Model,91423,2022-08-09,0.042662116,-0.003331729,-0.002829412,21,100
Market-Adjusted Model,91424,2022-08-09,0.0553678819,0.0102815467,0.0098763542,21,100
Market-Adjusted Model,91437,2022-08-09,0.1287864043,0.0848354842,0.0832948766,21,100
Market-Adjusted Model,91447,2022-08-09,0.0513484686,0.0056143352,0.0058569409,21,100
Market-Adjusted Model,91448,2022-08-09,0.0662611244,0.0188022262,0.0207695967,21,100
Market-Adjusted Model,91449,2022-08-09,0.0377264695,-0.007531818,-0.007765058,21,100
Market-Adjusted Model,91450,2022-08-09,0.0143314518,-0.031432659,-0.031160076,21,100
Market-Adjusted Model,91451,2022-08-09,0.0278349142,-0.016063736,-0.017656613,21,100
Market-Adjusted Model,91453,2022-08-09,0.0274859783,-0.010006091,-0.018005549,21,100
Market-Adjusted Model,91456,2022-08-09,-0.069125783,-0.117048776,-0.114617311,21,100
Market-Adjusted Model,91457,2022-08-09,0.0652084128,0.0393314241,0.0197168851,21,100
Market-Adjusted Model,91458,2022-08-09,0.0073217197,-0.03863759,-0.038169808,21,100
Market-Adjusted Model,91461,2022-08-09,-0.054328347,-0.098506779,-0.099819874,21,100
Market-Adjusted Model,91463,2022-08-09,-0.075040759,-0.116964908,-0.120532287,21,100
Market-Adjusted Model,91468,2022-08-09,0.1223750473,0.0719449154,0.0768835196,21,100
Market-Adjusted Model,91471,2022-08-09,0.0413792679,0.006599431,-0.00411226,21,100
Market-Adjusted Model,91472,2022-08-09,0.0211897355,-0.02183765,-0.024301792,21,100
Market-Adjusted Model,91483,2022-08-09,0.0447164736,-0.000766796,-0.000775054,21,100
Market-Adjusted Model,91488,2022-08-09,0.6346155151,0.5324224551,0.5891239874,21,100
Market-Adjusted Model,91498,2022-08-09,-0.014322861,-0.032749582,-0.059814388,21,100
Market-Adjusted Model,91500,2022-08-09,0.2196411313,0.1588213117,0.1741496036,21,100
Market-Adjusted Model,91503,2022-08-09,0.0866780809,0.0422316894,0.0411865532,21,100
Market-Adjusted Model,91516,2022-08-09,0.071667378,0.0258517175,0.0261758504,21,100
Market-Adjusted Model,91519,2022-08-09,-0.097411196,-0.145023202,-0.142902723,21,100
Market-Adjusted Model,91529,2022-08-09,0.0881727786,0.0401532915,0.0426812509,21,100
Market-Adjusted Model,91530,2022-08-09,0.1002170436,0.0526612711,0.0547255159,21,100
Market-Adjusted Model,91531,2022-08-09,0.0386270735,-0.002472134,-0.006864454,21,100
Market-Adjusted Model,91533,2022-08-09,-0.005791453,-0.048376347,-0.051282981,21,100
Market-Adjusted Model,91534,2022-08-09,0.0417389704,-0.002633163,-0.003752557,21,100
Market-Adjusted Model,91537,2022-08-09,0.0907163791,0.045473999,0.0452248514,21,100
Market-Adjusted Model,91538,2022-08-09,0.0805281981,0.0328856583,0.0350366705,21,100
